,size,avg_insert,max_insert,avg_find,max_find,collision_rate,time
28,2900.0,1.6489655172413793,32.0,1.6489655172413793,32.0,0.14793103448275863,0.018001079559326172
29,3000.0,1.6596666666666666,25.0,1.6596666666666666,25.0,0.14516666666666667,0.01900339126586914
30,3100.0,1.634516129032258,24.0,1.634516129032258,24.0,0.14306451612903226,0.020018815994262695
31,3200.0,1.6478125,19.0,1.6478125,19.0,0.15125,0.019512653350830078
32,3300.0,1.6375757575757577,16.0,1.6375757575757577,16.0,0.15,0.021004915237426758
33,3400.0,1.5602941176470588,16.0,1.5602941176470588,16.0,0.14352941176470588,0.020510196685791016
34,3500.0,1.6571428571428573,19.0,1.6571428571428573,19.0,0.14957142857142858,0.0215146541595459
35,3600.0,1.9216666666666666,21.0,1.9216666666666666,21.0,0.16833333333333333,0.021509170532226562
36,3700.0,1.5932432432432433,16.0,1.5932432432432433,16.0,0.14337837837837838,0.02250838279724121
37,3800.0,1.581842105263158,15.0,1.581842105263158,15.0,0.14736842105263157,0.0235135555267334
